1100
1300
1400
[1, 0] [-100, -100]
818 0 1000 681
434 0 650 715
0 994 140 1000
434 987 650 1000
0 980 140 994
140 979 260 1000
0 958 140 980
140 951 260 979
650 964 818 1000
260 963 434 1000
434 955 650 987
0 900 140 958
140 848 260 951
140 743 260 848
140 624 260 743
140 478 260 624
140 321 260 478
140 162 260 321
140 0 260 162
0 758 140 900
0 603 140 758
0 408 140 603
0 212 140 408
0 0 140 212
650 780 818 964
650 593 818 780
650 401 818 593
650 207 818 401
818 813 1000 1000
650 0 818 207
260 759 434 963
260 521 434 759
260 269 434 521
260 0 434 269
818 545 1000 813
818 275 1000 545
818 0 1000 275
434 655 650 955
434 348 650 655
434 0 650 348
140 995 260 1000
818 993 1000 1000
260 985 434 1000
0 974 140 1000
434 971 650 1000
434 947 650 971
650 962 818 1000
434 916 650 947
434 882 650 916
818 952 1000 993
650 915 818 962
650 867 818 915
140 916 260 995
140 834 260 916
140 751 260 834
140 652 260 751
140 535 260 652
140 415 260 535
140 293 260 415
140 151 260 293
140 0 260 151
0 798 140 974
0 618 140 798
0 436 140 618
260 838 434 985
0 230 140 436
0 0 140 230
650 672 818 867
650 471 818 672
650 268 818 471
818 757 1000 952
650 0 818 268
260 570 434 838
260 299 434 570
260 0 434 299
818 445 1000 757
818 0 1000 445
434 0 650 882
434 987 650 1000
140 966 260 1000
260 973 434 1000
434 964 650 987
434 940 650 964
818 971 1000 1000
650 967 818 1000
434 911 650 940
434 881 650 911
434 849 650 881
140 898 260 966
140 817 260 898
140 734 260 817
140 650 260 734
140 544 260 650
140 425 260 544
140 290 260 425
140 154 260 290
140 0 260 154
0 861 140 1000
0 715 140 861
0 552 140 715
0 371 140 552
0 188 140 371
0 0 140 188
818 825 1000 971
650 806 818 967
650 631 818 806
650 433 818 631
650 231 818 433
650 0 818 231
260 661 434 973
260 341 434 661
260 0 434 341
818 429 1000 825
818 0 1000 429
434 429 650 849
434 0 650 429
650 997 818 1000
650 992 818 997
140 988 260 1000
260 980 434 1000
0 983 140 1000
140 966 260 988
260 948 434 980
140 919 260 966
140 859 260 919
140 794 260 859
140 700 260 794
140 603 260 700
140 456 260 603
140 308 260 456
140 154 260 308
140 0 260 154
0 841 140 983
0 695 140 841
0 527 140 695
0 358 140 527
0 186 140 358
0 0 140 186
650 808 818 992
650 617 818 808
650 418 818 617
650 218 818 418
818 807 1000 1000
650 0 818 218
260 728 434 948
434 813 650 1000
260 489 434 728
260 247 434 489
260 0 434 247
818 560 1000 807
818 282 1000 560
818 0 1000 282
434 507 650 813
434 0 650 507
818 986 1000 1000
650 989 818 1000
818 973 1000 986
818 955 1000 973
818 937 1000 955
260 974 434 1000
0 961 140 1000
140 941 260 1000
0 907 140 961
140 877 260 941
140 804 260 877
140 727 260 804
140 644 260 727
140 548 260 644
140 435 260 548
140 304 260 435
140 156 260 304
140 0 260 156
0 749 140 907
0 575 140 749
0 388 140 575
0 196 140 388
0 0 140 196
260 816 434 974
650 0 818 170
650 794 818 989
650 593 818 794
650 385 818 593
650 170 818 385
260 583 434 816
434 793 650 1000
260 308 434 583
260 0 434 308
818 641 1000 937
818 331 1000 641
818 0 1000 331
434 467 650 793
434 0 650 467
140 994 260 1000
0 992 140 1000
650 986 818 1000
818 981 1000 1000
650 970 818 986
0 960 140 992
0 921 140 960
140 941 260 994
140 886 260 941
140 820 260 886
140 746 260 820
140 664 260 746
140 553 260 664
140 421 260 553
140 287 260 421
140 147 260 287
140 0 260 147
818 857 1000 981
0 751 140 921
0 574 140 751
0 394 140 574
0 204 140 394
0 0 140 204
650 0 818 170
650 787 818 970
650 601 818 787
650 393 818 601
650 170 818 393
260 783 434 1000
260 553 434 783
260 282 434 553
260 0 434 282
818 581 1000 857
434 763 650 1000
818 294 1000 581
818 0 1000 294
434 465 650 763
434 0 650 465
260 988 434 1000
140 985 260 1000
650 982 818 1000
434 982 650 1000
434 965 650 982
434 947 650 965
140 950 260 985
434 918 650 947
434 889 650 918
0 946 140 1000
650 935 818 982
0 869 140 946
140 856 260 950
140 748 260 856
140 638 260 748
140 522 260 638
140 398 260 522
140 269 260 398
140 136 260 269
140 0 260 136
0 740 140 869
0 608 140 740
0 473 140 608
0 330 140 473
0 174 140 330
0 0 140 174
650 779 818 935
650 611 818 779
650 414 818 611
650 213 818 414
650 0 818 213
260 773 434 988
260 537 434 773
260 297 434 537
260 0 434 297
818 519 1000 1000
818 0 1000 519
434 0 650 889
434 995 650 1000
260 993 434 1000
140 987 260 1000
434 982 650 995
434 961 650 982
434 938 650 961
650 964 818 1000
818 961 1000 1000
818 922 1000 961
260 951 434 993
650 916 818 964
0 938 140 1000
0 873 140 938
140 905 260 987
140 820 260 905
140 733 260 820
140 636 260 733
140 527 260 636
140 409 260 527
140 281 260 409
140 149 260 281
140 0 260 149
0 734 140 873
0 591 140 734
0 443 140 591
0 225 140 443
0 0 140 225
650 719 818 916
650 514 818 719
650 260 818 514
650 0 818 260
260 664 434 951
260 352 434 664
260 0 434 352
818 501 1000 922
818 0 1000 501
434 501 650 938
434 0 650 501
140 990 260 1000
260 986 434 1000
434 986 650 1000
650 982 818 1000
140 962 260 990
434 960 650 986
818 958 1000 1000
260 946 434 986
260 904 434 946
140 896 260 962
140 830 260 896
140 759 260 830
140 680 260 759
140 589 260 680
140 482 260 589
140 372 260 482
140 261 260 372
140 145 260 261
140 0 260 145
0 861 140 1000
0 707 140 861
0 546 140 707
0 383 140 546
0 212 140 383
0 0 140 212
650 805 818 982
650 624 818 805
260 702 434 904
818 738 1000 958
434 760 650 960
650 313 818 624
650 0 818 313
260 365 434 702
260 0 434 365
818 377 1000 738
818 0 1000 377
434 398 650 760
434 0 650 398
260 994 434 1000
0 999 140 1000
260 989 434 994
0 984 140 999
434 977 650 1000
650 979 818 1000
818 967 1000 1000
140 946 260 1000
434 943 650 977
434 908 650 943
434 871 650 908
260 932 434 989
650 916 818 979
140 858 260 946
140 749 260 858
140 623 260 749
140 477 260 623
140 321 260 477
140 161 260 321
140 0 260 161
0 839 140 984
0 692 140 839
0 534 140 692
0 364 140 534
0 190 140 364
0 0 140 190
650 736 818 916
650 531 818 736
650 289 818 531
650 0 818 289
260 638 434 932
260 325 434 638
260 0 434 325
818 650 1000 967
818 326 1000 650
818 0 1000 326
434 466 650 871
434 0 650 466
0 990 140 1000
818 981 1000 1000
260 978 434 1000
650 971 818 1000
140 959 260 1000
0 947 140 990
0 899 140 947
0 840 140 899
0 779 140 840
140 883 260 959
140 802 260 883
140 712 260 802
140 617 260 712
140 506 260 617
140 394 260 506
140 268 260 394
140 135 260 268
140 0 260 135
0 654 140 779
0 524 140 654
0 390 140 524
0 201 140 390
0 0 140 201
818 823 1000 981
260 805 434 978
434 825 650 1000
650 743 818 971
650 506 818 743
650 265 818 506
650 0 818 265
260 540 434 805
260 273 434 540
260 0 434 273
818 558 1000 823
818 280 1000 558
818 0 1000 280
434 462 650 825
434 0 650 462
140 997 260 1000
818 993 1000 1000
434 985 650 1000
434 974 650 985
650 986 818 1000
140 972 260 997
260 972 434 1000
260 948 434 972
650 943 818 986
650 889 818 943
0 923 140 1000
140 876 260 972
140 773 260 876
140 665 260 773
140 554 260 665
140 441 260 554
140 313 260 441
140 157 260 313
140 0 260 157
0 786 140 923
0 646 140 786
0 500 140 646
0 352 140 500
0 202 140 352
0 0 140 202
650 685 818 889
650 458 818 685
650 230 818 458
650 0 818 230
434 790 650 974
260 683 434 948
818 710 1000 993
260 345 434 683
260 0 434 345
818 364 1000 710
818 0 1000 364
434 469 650 790
434 0 650 469
