1300
1600
1700
[52, 44] [-100, -100]
0 312 174 430
0 0 174 123
0 602 174 752
0 430 174 602
0 123 174 312
808 758 1000 955
808 549 1000 758
808 285 1000 549
808 0 1000 285
174 702 379 972
610 472 808 823
610 0 808 472
174 0 379 702
379 0 610 872
0 995 174 1000
808 994 1000 1000
610 990 808 1000
379 957 610 1000
808 955 1000 994
0 934 174 995
174 916 379 1000
610 905 808 990
174 822 379 916
610 805 808 905
0 312 174 430
0 0 174 123
0 602 174 752
808 802 1000 955
0 430 174 602
0 752 174 934
0 123 174 312
379 772 610 957
808 579 1000 802
808 295 1000 579
808 0 1000 295
610 405 808 805
610 0 808 405
174 417 379 822
174 0 379 417
379 389 610 772
379 0 610 389
0 990 174 1000
174 989 379 1000
610 979 808 1000
0 968 174 990
379 962 610 1000
174 950 379 989
0 0 174 47
610 930 808 979
0 47 174 108
610 875 808 930
0 903 174 968
0 808 174 903
0 712 174 808
0 608 174 712
0 500 174 608
0 359 174 500
808 811 1000 1000
0 108 174 359
808 555 1000 811
808 278 1000 555
808 0 1000 278
174 681 379 950
379 711 610 962
610 527 808 875
610 0 808 527
174 0 379 681
379 0 610 711
0 998 174 1000
0 987 174 998
0 0 174 47
0 47 174 108
808 934 1000 1000
174 903 379 1000
610 921 808 1000
610 844 808 921
0 893 174 987
0 795 174 893
0 662 174 795
0 522 174 662
0 332 174 522
0 108 174 332
808 711 1000 934
808 485 1000 711
808 247 1000 485
808 0 1000 247
610 576 808 844
610 292 808 576
610 0 808 292
174 620 379 903
174 336 379 620
379 702 610 1000
174 0 379 336
379 399 610 702
379 0 610 399
0 995 174 1000
0 982 174 995
379 976 610 1000
808 967 1000 1000
379 946 610 976
379 909 610 946
379 871 610 909
808 901 1000 967
0 892 174 982
0 799 174 892
0 667 174 799
0 529 174 667
0 374 174 529
0 201 174 374
0 0 174 201
808 694 1000 901
808 469 1000 694
808 244 1000 469
174 774 379 1000
808 0 1000 244
610 683 808 1000
610 356 808 683
610 0 808 356
174 398 379 774
174 0 379 398
379 445 610 871
379 0 610 445
808 997 1000 1000
0 984 174 1000
174 971 379 1000
379 944 610 1000
808 940 1000 997
174 914 379 971
808 876 1000 940
0 907 174 984
0 822 174 907
0 737 174 822
0 638 174 737
0 531 174 638
0 406 174 531
0 280 174 406
0 148 174 280
0 0 174 148
808 686 1000 876
808 462 1000 686
808 236 1000 462
808 0 1000 236
610 734 808 1000
610 458 808 734
379 690 610 944
610 0 808 458
174 457 379 914
174 0 379 457
379 0 610 690
808 988 1000 1000
610 979 808 1000
808 964 1000 988
0 972 174 1000
0 154 174 184
174 955 379 1000
808 900 1000 964
808 813 1000 900
0 871 174 972
0 769 174 871
0 664 174 769
0 552 174 664
0 439 174 552
0 316 174 439
0 184 174 316
0 0 174 154
808 629 1000 813
808 443 1000 629
808 254 1000 443
808 0 1000 254
610 693 808 979
610 364 808 693
610 0 808 364
174 598 379 955
379 581 610 1000
174 0 379 598
379 0 610 581
0 993 174 1000
0 987 174 993
174 963 379 1000
0 154 174 184
174 932 379 963
808 938 1000 1000
174 871 379 932
808 865 1000 938
808 784 1000 865
808 694 1000 784
0 878 174 987
0 769 174 878
0 643 174 769
0 508 174 643
0 373 174 508
0 0 174 154
0 184 174 373
808 518 1000 694
808 304 1000 518
610 714 808 1000
808 0 1000 304
379 731 610 1000
610 391 808 714
610 0 808 391
174 465 379 871
174 0 379 465
379 0 610 731
0 992 174 1000
379 966 610 1000
174 989 379 1000
379 956 610 966
379 943 610 956
0 971 174 992
0 949 174 971
610 952 808 1000
610 902 808 952
0 887 174 949
0 779 174 887
0 630 174 779
0 480 174 630
0 270 174 480
808 807 1000 1000
0 0 174 270
808 558 1000 807
808 298 1000 558
174 729 379 989
808 0 1000 298
610 605 808 902
610 303 808 605
610 0 808 303
174 382 379 729
174 0 379 382
379 537 610 943
379 0 610 537
174 986 379 1000
174 980 379 986
0 965 174 1000
808 951 1000 1000
0 890 174 965
379 910 610 1000
379 819 610 910
808 833 1000 951
808 709 1000 833
808 583 1000 709
808 450 1000 583
808 317 1000 450
808 182 1000 317
0 734 174 890
0 554 174 734
0 372 174 554
0 190 174 372
0 0 174 190
808 0 1000 182
610 799 808 1000
610 562 808 799
610 286 808 562
610 0 808 286
174 703 379 980
174 402 379 703
174 0 379 402
379 0 610 819
808 993 1000 1000
0 10 174 18
0 0 174 10
808 981 1000 993
0 972 174 1000
174 972 379 1000
174 941 379 972
610 950 808 1000
174 887 379 941
610 886 808 950
0 898 174 972
0 815 174 898
0 728 174 815
0 620 174 728
0 507 174 620
0 379 174 507
0 209 174 379
0 18 174 209
808 760 1000 981
808 504 1000 760
610 583 808 886
174 564 379 887
379 648 610 1000
808 0 1000 504
610 0 808 583
174 0 379 564
379 0 610 648
610 983 808 1000
0 994 174 1000
0 10 174 18
0 0 174 10
808 981 1000 1000
808 954 1000 981
174 956 379 1000
610 930 808 983
0 929 174 994
610 865 808 930
808 886 1000 954
0 831 174 929
0 715 174 831
0 589 174 715
0 454 174 589
0 314 174 454
0 170 174 314
0 18 174 170
808 637 1000 886
808 330 1000 637
808 0 1000 330
174 603 379 956
610 440 808 865
610 0 808 440
379 539 610 1000
174 0 379 603
379 0 610 539
379 979 610 1000
808 965 1000 1000
0 0 174 31
808 930 1000 965
808 889 1000 930
0 945 174 1000
0 31 174 84
0 890 174 945
0 818 174 890
0 741 174 818
0 656 174 741
0 566 174 656
0 471 174 566
0 360 174 471
0 236 174 360
0 84 174 236
808 712 1000 889
808 521 1000 712
808 319 1000 521
610 693 808 1000
808 0 1000 319
610 358 808 693
610 0 808 358
174 592 379 1000
379 566 610 979
174 0 379 592
379 0 610 566
0 996 174 1000
0 0 174 31
379 975 610 1000
610 956 808 1000
0 31 174 84
808 932 1000 1000
0 932 174 996
610 883 808 956
610 793 808 883
0 823 174 932
0 704 174 823
0 577 174 704
0 436 174 577
0 272 174 436
0 84 174 272
808 757 1000 932
808 526 1000 757
174 762 379 1000
808 264 1000 526
808 0 1000 264
610 536 808 793
610 270 808 536
610 0 808 270
174 477 379 762
174 0 379 477
379 489 610 975
379 0 610 489
174 987 379 1000
174 971 379 987
808 968 1000 1000
0 968 174 1000
610 963 808 1000
379 944 610 1000
379 899 610 944
0 899 174 968
610 862 808 963
808 863 1000 968
0 750 174 899
0 575 174 750
0 394 174 575
0 212 174 394
0 0 174 212
808 668 1000 863
808 453 1000 668
808 235 1000 453
808 0 1000 235
610 592 808 862
610 297 808 592
610 0 808 297
174 666 379 971
174 359 379 666
174 0 379 359
379 549 610 899
379 0 610 549
808 987 1000 1000
610 987 808 1000
379 977 610 1000
0 977 174 1000
174 968 379 1000
610 953 808 987
610 910 808 953
610 863 808 910
808 937 1000 987
0 912 174 977
808 851 1000 937
0 810 174 912
0 684 174 810
0 554 174 684
0 393 174 554
0 199 174 393
0 0 174 199
808 653 1000 851
808 448 1000 653
808 231 1000 448
808 0 1000 231
174 710 379 968
379 732 610 977
610 438 808 863
610 0 808 438
174 0 379 710
379 0 610 732
379 967 610 1000
379 941 610 967
379 914 610 941
0 170 174 214
610 950 808 1000
610 907 808 950
808 938 1000 1000
0 905 174 1000
610 815 808 907
808 832 1000 938
808 715 1000 832
0 214 174 361
0 739 174 905
0 0 174 170
0 553 174 739
0 361 174 553
610 0 808 202
808 496 1000 715
808 265 1000 496
808 0 1000 265
610 556 808 815
174 736 379 1000
379 0 610 256
610 202 808 556
174 373 379 736
174 0 379 373
379 256 610 914
0 998 174 1000
379 963 610 1000
0 170 174 214
379 921 610 963
379 877 610 921
379 828 610 877
808 911 1000 1000
808 845 1000 911
808 774 1000 845
808 699 1000 774
808 607 1000 699
0 878 174 998
0 214 174 361
0 727 174 878
0 0 174 170
0 545 174 727
0 361 174 545
808 419 1000 607
808 225 1000 419
610 0 808 202
610 785 808 1000
808 0 1000 225
379 0 610 256
174 598 379 1000
610 202 808 785
174 0 379 598
379 256 610 828
174 982 379 1000
379 980 610 1000
610 972 808 1000
0 951 174 1000
610 915 808 972
808 922 1000 1000
808 826 1000 922
808 722 1000 826
808 615 1000 722
808 507 1000 615
808 386 1000 507
0 817 174 951
0 681 174 817
0 520 174 681
0 357 174 520
0 188 174 357
0 0 174 188
808 199 1000 386
808 0 1000 199
610 709 808 915
174 782 379 982
610 471 808 709
174 551 379 782
379 627 610 980
610 0 808 471
174 0 379 551
379 0 610 627
0 993 174 1000
0 986 174 993
808 976 1000 1000
610 974 808 1000
174 948 379 1000
174 914 379 948
174 869 379 914
610 924 808 974
610 870 808 924
610 813 808 870
0 919 174 986
0 852 174 919
0 725 174 852
0 584 174 725
0 442 174 584
0 245 174 442
808 797 1000 976
0 0 174 245
808 562 1000 797
808 282 1000 562
808 0 1000 282
610 529 808 813
379 737 610 1000
174 552 379 869
610 0 808 529
174 0 379 552
379 0 610 737
0 50 174 60
174 967 379 1000
808 981 1000 1000
0 31 174 50
0 0 174 31
0 957 174 1000
174 924 379 967
174 870 379 924
808 912 1000 981
808 835 1000 912
0 852 174 957
0 741 174 852
0 617 174 741
0 457 174 617
0 260 174 457
0 60 174 260
610 811 808 1000
808 619 1000 835
808 316 1000 619
808 0 1000 316
379 0 610 286
379 700 610 1000
610 428 808 811
610 0 808 428
174 456 379 870
174 0 379 456
379 286 610 700
0 991 174 1000
0 50 174 60
610 974 808 1000
0 31 174 50
0 0 174 31
808 964 1000 1000
0 955 174 991
808 913 1000 964
808 846 1000 913
0 872 174 955
0 780 174 872
0 660 174 780
0 539 174 660
0 396 174 539
0 238 174 396
0 60 174 238
808 656 1000 846
808 452 1000 656
808 227 1000 452
808 0 1000 227
610 719 808 974
610 457 808 719
174 712 379 1000
379 0 610 286
610 0 808 457
174 0 379 712
379 286 610 1000
0 994 174 1000
0 988 174 994
0 975 174 988
174 959 379 1000
174 901 379 959
174 841 379 901
610 920 808 1000
808 920 1000 1000
0 888 174 975
0 771 174 888
0 646 174 771
0 519 174 646
0 379 174 519
0 214 174 379
0 0 174 214
808 717 1000 920
808 487 1000 717
808 248 1000 487
808 0 1000 248
610 640 808 920
379 363 610 606
610 329 808 640
610 0 808 329
174 523 379 841
379 606 610 1000
379 0 610 363
174 0 379 523
808 981 1000 1000
174 979 379 1000
610 954 808 1000
610 907 808 954
808 927 1000 981
808 871 1000 927
808 811 1000 871
808 731 1000 811
808 644 1000 731
0 884 174 1000
808 536 1000 644
808 407 1000 536
0 742 174 884
0 565 174 742
0 377 174 565
0 189 174 377
0 0 174 189
808 206 1000 407
808 0 1000 206
610 649 808 907
174 726 379 979
379 363 610 606
610 325 808 649
610 0 808 325
379 0 610 363
379 606 610 1000
174 0 379 726
0 996 174 1000
0 995 174 996
0 988 174 995
0 974 174 988
379 967 610 1000
0 932 174 974
808 918 1000 1000
174 918 379 1000
808 829 1000 918
808 739 1000 829
0 824 174 932
0 715 174 824
0 594 174 715
0 462 174 594
0 322 174 462
0 178 174 322
0 0 174 178
808 551 1000 739
610 743 808 1000
808 277 1000 551
808 0 1000 277
610 447 808 743
174 602 379 918
610 0 808 447
379 545 610 967
174 0 379 602
379 0 610 545
174 989 379 1000
379 960 610 1000
379 944 610 960
379 927 610 944
379 906 610 927
379 883 610 906
610 966 808 1000
808 964 1000 1000
379 843 610 883
610 906 808 966
0 907 174 1000
808 877 1000 964
808 787 1000 877
0 805 174 907
0 681 174 805
0 535 174 681
0 363 174 535
0 189 174 363
0 0 174 189
808 598 1000 787
808 344 1000 598
174 736 379 989
808 0 1000 344
610 543 808 906
610 0 808 543
174 0 379 736
379 0 610 843
0 165 174 174
610 979 808 1000
174 947 379 1000
0 112 174 165
808 947 1000 1000
174 893 379 947
174 835 379 893
610 907 808 979
610 834 808 907
0 899 174 1000
0 0 174 112
0 777 174 899
0 608 174 777
0 394 174 608
0 174 174 394
808 738 1000 947
808 523 1000 738
808 278 1000 523
379 0 610 207
808 0 1000 278
610 563 808 834
610 287 808 563
610 0 808 287
379 666 610 1000
174 446 379 835
174 0 379 446
379 207 610 666
0 999 174 1000
610 983 808 1000
0 165 174 174
808 989 1000 1000
610 969 808 983
808 970 1000 989
808 924 1000 970
0 112 174 165
0 899 174 999
0 0 174 112
379 891 610 1000
379 782 610 891
610 836 808 969
808 784 1000 924
0 732 174 899
0 556 174 732
0 366 174 556
0 174 174 366
808 578 1000 784
379 0 610 207
808 302 1000 578
808 0 1000 302
610 423 808 836
610 0 808 423
174 538 379 1000
174 0 379 538
379 207 610 782
0 126 174 128
0 990 174 1000
0 981 174 990
0 963 174 981
0 128 174 151
0 151 174 177
0 177 174 223
379 955 610 1000
808 861 1000 1000
0 0 174 126
0 223 174 370
379 829 610 955
610 829 808 1000
0 783 174 963
0 578 174 783
0 370 174 578
808 0 1000 197
808 663 1000 861
808 448 1000 663
808 197 1000 448
610 569 808 829
610 286 808 569
610 0 808 286
174 674 379 1000
174 339 379 674
174 0 379 339
379 0 610 829
0 126 174 128
610 980 808 1000
0 128 174 151
0 151 174 177
379 945 610 1000
808 967 1000 1000
0 177 174 223
379 899 610 945
610 924 808 980
808 907 1000 967
0 914 174 1000
0 831 174 914
0 706 174 831
0 0 174 126
0 571 174 706
0 223 174 370
0 370 174 571
808 0 1000 197
808 705 1000 907
610 719 808 924
610 513 808 719
379 646 610 899
174 566 379 1000
808 197 1000 705
610 0 808 513
174 0 379 566
379 0 610 646
