2400
2900
[0, 3] [-100, -100]
346 971 705 1000
705 963 1000 1000
0 837 144 1000
346 904 705 971
144 831 346 1000
0 583 144 837
0 315 144 583
0 0 144 315
144 582 346 831
144 298 346 582
144 0 346 298
346 668 705 904
705 674 1000 963
705 343 1000 674
705 0 1000 343
346 353 705 668
346 0 705 353
