1600
1700
1900
2000
[3, 3] [-100, -100]
300 617 473 873
300 316 473 617
300 0 473 316
766 662 1000 907
766 369 1000 662
766 0 1000 369
636 999 766 1000
89 996 216 1000
0 994 89 1000
300 993 473 1000
766 991 1000 1000
766 978 1000 991
89 964 216 996
473 970 636 1000
766 955 1000 978
766 932 1000 955
636 957 766 999
636 909 766 957
89 915 216 964
216 919 300 1000
0 914 89 994
216 824 300 919
216 706 300 824
216 586 300 706
216 460 300 586
216 313 300 460
216 164 300 313
216 0 300 164
0 753 89 914
0 575 89 753
0 395 89 575
0 199 89 395
0 0 89 199
89 776 216 915
89 634 216 776
89 491 216 634
89 336 216 491
89 169 216 336
89 0 216 169
636 743 766 909
636 572 766 743
636 385 766 572
636 196 766 385
636 0 766 196
473 790 636 970
473 601 636 790
473 335 636 601
300 724 473 993
473 0 636 335
300 399 473 724
300 0 473 399
766 505 1000 932
766 0 1000 505
216 998 300 1000
636 995 766 1000
89 998 216 1000
300 992 473 1000
766 979 1000 1000
89 981 216 998
473 982 636 1000
473 957 636 982
89 948 216 981
216 949 300 998
216 895 300 949
216 788 300 895
216 669 300 788
216 540 300 669
0 878 89 1000
216 409 300 540
216 276 300 409
216 142 300 276
216 0 300 142
0 743 89 878
0 607 89 743
0 469 89 607
0 330 89 469
0 180 89 330
0 0 89 180
89 820 216 948
89 691 216 820
89 540 216 691
636 0 766 162
89 367 216 540
89 189 216 367
89 0 216 189
636 795 766 995
473 794 636 957
300 828 473 992
636 481 766 795
636 162 766 481
473 535 636 794
473 271 636 535
473 0 636 271
300 561 473 828
300 283 473 561
300 0 473 283
766 752 1000 979
766 517 1000 752
766 278 1000 517
766 0 1000 278
0 984 89 1000
216 990 300 1000
216 973 300 990
89 976 216 1000
766 975 1000 1000
473 969 636 1000
766 952 1000 975
766 929 1000 952
766 904 1000 929
216 904 300 973
216 832 300 904
216 754 300 832
216 673 300 754
216 581 300 673
216 475 300 581
216 369 300 475
216 251 300 369
216 130 300 251
216 0 300 130
0 854 89 984
636 902 766 1000
0 707 89 854
0 553 89 707
0 386 89 553
0 194 89 386
0 0 89 194
89 836 216 976
89 691 216 836
89 541 216 691
89 389 216 541
636 0 766 162
89 218 216 389
89 0 216 218
636 685 766 902
636 462 766 685
300 809 473 1000
473 764 636 969
636 162 766 462
473 517 636 764
473 268 636 517
473 0 636 268
300 550 473 809
300 284 473 550
300 0 473 284
766 663 1000 904
766 362 1000 663
766 0 1000 362
216 986 300 1000
473 992 636 1000
766 994 1000 1000
636 981 766 1000
0 973 89 1000
766 983 1000 994
473 974 636 992
0 941 89 973
0 903 89 941
216 928 300 986
216 854 300 928
216 767 300 854
216 680 300 767
216 577 300 680
216 467 300 577
216 355 300 467
216 240 300 355
216 121 300 240
216 0 300 121
0 774 89 903
89 907 216 1000
0 633 89 774
0 488 89 633
0 340 89 488
0 175 89 340
0 0 89 175
89 776 216 907
89 643 216 776
89 499 216 643
89 354 216 499
636 834 766 981
89 178 216 354
89 0 216 178
636 651 766 834
636 437 766 651
636 219 766 437
636 0 766 219
473 783 636 974
473 555 636 783
473 319 636 555
300 713 473 1000
473 0 636 319
300 408 473 713
766 710 1000 983
300 0 473 408
766 362 1000 710
766 0 1000 362
636 995 766 1000
766 993 1000 1000
766 978 1000 993
473 976 636 1000
766 961 1000 978
766 943 1000 961
300 975 473 1000
300 950 473 975
0 939 89 1000
216 919 300 1000
216 838 300 919
216 754 300 838
216 668 300 754
216 578 300 668
216 455 300 578
216 331 300 455
89 904 216 1000
216 167 300 331
216 0 300 167
0 775 89 939
0 610 89 775
0 424 89 610
0 238 89 424
473 874 636 976
636 848 766 995
0 0 89 238
89 732 216 904
89 555 216 732
89 373 216 555
89 187 216 373
89 0 216 187
636 663 766 848
636 461 766 663
636 232 766 461
636 0 766 232
473 671 636 874
473 458 636 671
473 230 636 458
473 0 636 230
300 733 473 950
300 496 473 733
300 253 473 496
300 0 473 253
766 742 1000 943
766 535 1000 742
766 317 1000 535
766 0 1000 317
216 991 300 1000
89 988 216 1000
300 984 473 1000
636 979 766 1000
473 982 636 1000
300 966 473 984
0 960 89 1000
216 0 300 41
216 942 300 991
216 892 300 942
216 840 300 892
216 786 300 840
216 732 300 786
216 675 300 732
216 605 300 675
216 534 300 605
216 461 300 534
216 387 300 461
216 313 300 387
216 231 300 313
216 137 300 231
216 41 300 137
0 849 89 960
0 728 89 849
0 594 89 728
0 457 89 594
0 315 89 457
0 159 89 315
0 0 89 159
89 869 216 988
766 900 1000 1000
89 693 216 869
89 514 216 693
89 328 216 514
473 831 636 982
473 0 636 152
636 763 766 979
300 767 473 966
89 0 216 328
636 397 766 763
636 0 766 397
473 509 636 831
473 152 636 509
300 392 473 767
300 0 473 392
766 467 1000 900
766 0 1000 467
89 991 216 1000
89 989 216 991
89 987 216 989
89 983 216 987
0 994 89 1000
216 991 300 1000
89 961 216 983
216 0 300 41
216 948 300 991
89 923 216 961
216 883 300 948
216 818 300 883
216 724 300 818
216 625 300 724
216 518 300 625
216 410 300 518
0 889 89 994
216 289 300 410
216 165 300 289
216 41 300 165
0 756 89 889
0 596 89 756
0 430 89 596
0 219 89 430
0 0 89 219
89 765 216 923
89 591 216 765
89 406 216 591
89 212 216 406
473 0 636 152
89 0 216 212
473 824 636 1000
636 749 766 1000
636 515 766 749
766 866 1000 1000
300 819 473 1000
636 270 766 515
636 0 766 270
473 607 636 824
473 386 636 607
473 152 636 386
300 581 473 819
300 314 473 581
300 0 473 314
766 626 1000 866
766 318 1000 626
766 0 1000 318
89 994 216 1000
216 992 300 1000
300 995 473 1000
473 990 636 1000
766 989 1000 1000
766 977 1000 989
766 963 1000 977
766 948 1000 963
766 924 1000 948
766 899 1000 924
766 865 1000 899
300 946 473 995
216 881 300 992
0 888 89 1000
216 753 300 881
216 620 300 753
216 483 300 620
216 341 300 483
216 176 300 341
216 0 300 176
0 721 89 888
0 552 89 721
0 375 89 552
0 190 89 375
0 0 89 190
89 859 216 994
89 718 216 859
89 558 216 718
636 836 766 1000
89 380 216 558
89 192 216 380
89 0 216 192
473 840 636 990
636 633 766 836
636 425 766 633
636 214 766 425
636 0 766 214
473 658 636 840
473 445 636 658
473 223 636 445
473 0 636 223
300 703 473 946
300 375 473 703
300 0 473 375
766 582 1000 865
766 298 1000 582
766 0 1000 298
636 999 766 1000
216 999 300 1000
0 992 89 1000
89 994 216 1000
766 994 1000 1000
766 987 1000 994
766 976 1000 987
766 964 1000 976
766 951 1000 964
766 938 1000 951
216 956 300 999
473 974 636 1000
300 964 473 1000
0 916 89 992
216 869 300 956
216 743 300 869
216 617 300 743
636 906 766 999
216 471 300 617
216 320 300 471
216 164 300 320
216 0 300 164
0 755 89 916
0 591 89 755
0 406 89 591
0 214 89 406
89 852 216 994
0 0 89 214
89 695 216 852
89 535 216 695
89 370 216 535
89 187 216 370
89 0 216 187
636 710 766 906
636 506 766 710
636 271 766 506
636 0 766 271
473 743 636 974
473 503 636 743
473 262 636 503
473 0 636 262
300 716 473 964
300 454 473 716
766 729 1000 938
300 0 473 454
766 385 1000 729
766 0 1000 385
89 996 216 1000
636 993 766 1000
766 993 1000 1000
473 986 636 1000
89 971 216 996
216 956 300 1000
766 975 1000 993
766 956 1000 975
766 933 1000 956
766 908 1000 933
0 933 89 1000
216 888 300 956
216 817 300 888
216 742 300 817
216 644 300 742
216 517 300 644
216 373 300 517
216 187 300 373
216 0 300 187
0 755 89 933
0 577 89 755
0 394 89 577
0 208 89 394
0 0 89 208
89 824 216 971
89 676 216 824
89 514 216 676
89 350 216 514
89 175 216 350
89 0 216 175
636 822 766 993
636 642 766 822
636 444 766 642
636 230 766 444
636 0 766 230
473 802 636 986
473 616 636 802
473 429 636 616
473 216 636 429
473 0 636 216
300 784 473 1000
300 544 473 784
300 285 473 544
300 0 473 285
766 696 1000 908
766 359 1000 696
766 0 1000 359
