1400
1600
[1, 6] [-100, -100]
353 950 579 1000
579 952 804 984
0 949 353 1000
0 895 353 949
0 835 353 895
353 839 579 950
804 793 1000 977
0 715 353 835
804 575 1000 793
804 295 1000 575
804 0 1000 295
579 642 804 952
579 0 804 642
353 0 579 839
0 0 353 715
353 979 579 1000
579 956 804 1000
804 942 1000 1000
579 864 804 956
0 899 353 1000
804 738 1000 942
804 515 1000 738
804 283 1000 515
804 0 1000 283
579 597 804 864
353 710 579 979
579 300 804 597
579 0 804 300
353 390 579 710
353 0 579 390
0 648 353 899
0 369 353 648
0 0 353 369
0 992 1000 1000
0 984 1000 992
0 973 1000 984
0 962 1000 973
0 950 1000 962
0 929 1000 950
0 905 1000 929
0 879 1000 905
0 848 1000 879
0 808 1000 848
0 758 1000 808
0 707 1000 758
0 648 1000 707
0 586 1000 648
0 517 1000 586
0 427 1000 517
0 329 1000 427
0 0 1000 329
579 966 804 1000
804 964 1000 1000
0 973 353 1000
579 908 804 966
579 848 804 908
804 880 1000 964
804 759 1000 880
804 632 1000 759
804 486 1000 632
804 272 1000 486
804 0 1000 272
579 594 804 848
579 323 804 594
579 0 804 323
353 532 579 1000
353 0 579 532
0 588 353 973
0 0 353 588
353 980 579 1000
804 950 1000 1000
0 950 353 1000
0 915 353 950
579 939 804 1000
0 874 353 915
0 793 353 874
353 840 579 980
579 782 804 939
804 687 1000 950
804 346 1000 687
804 0 1000 346
579 400 804 782
579 0 804 400
353 435 579 840
353 0 579 435
0 416 353 793
0 0 353 416
579 979 804 1000
0 978 353 1000
804 959 1000 1000
353 898 579 1000
804 844 1000 959
804 720 1000 844
804 586 1000 720
804 451 1000 586
804 245 1000 451
804 0 1000 245
579 718 804 979
0 768 353 978
579 388 804 718
579 0 804 388
353 485 579 898
353 0 579 485
0 425 353 768
0 0 353 425
353 957 579 1000
0 961 353 1000
804 917 1000 1000
0 913 353 961
0 817 353 913
353 805 579 957
804 709 1000 917
804 484 1000 709
579 797 804 1000
804 243 1000 484
804 0 1000 243
579 575 804 797
579 322 804 575
579 0 804 322
353 437 579 805
353 0 579 437
0 445 353 817
0 0 353 445
579 979 804 1000
804 972 1000 1000
0 969 353 1000
353 915 579 1000
0 911 353 969
804 865 1000 972
579 858 804 979
579 731 804 858
804 717 1000 865
804 568 1000 717
804 400 1000 568
353 671 579 915
804 0 1000 400
579 368 804 731
579 0 804 368
0 599 353 911
353 0 579 671
0 0 353 599
0 978 353 1000
0 970 353 978
0 953 353 970
0 936 353 953
0 913 353 936
353 961 579 1000
0 873 353 913
0 832 353 873
579 914 804 1000
353 874 579 961
804 867 1000 1000
804 730 1000 867
804 411 1000 730
804 0 1000 411
579 509 804 914
579 0 804 509
353 0 579 874
0 0 353 832
0 996 1000 1000
0 990 1000 996
0 983 1000 990
0 970 1000 983
0 957 1000 970
0 941 1000 957
0 925 1000 941
0 907 1000 925
0 883 1000 907
0 832 1000 883
0 760 1000 832
0 680 1000 760
0 597 1000 680
0 506 1000 597
0 415 1000 506
0 303 1000 415
0 153 1000 303
0 0 1000 153
804 994 1000 1000
0 985 353 1000
353 966 579 1000
353 910 579 966
804 928 1000 994
804 0 1000 73
0 926 353 985
804 806 1000 928
804 636 1000 806
804 377 1000 636
804 73 1000 377
579 709 804 1000
579 389 804 709
579 0 804 389
353 486 579 910
353 0 579 486
0 614 353 926
0 0 353 614
804 981 1000 1000
579 976 804 1000
353 920 579 1000
579 919 804 976
804 0 1000 73
804 890 1000 981
353 815 579 920
804 756 1000 890
804 615 1000 756
804 466 1000 615
804 283 1000 466
804 73 1000 283
579 638 804 919
579 336 804 638
579 0 804 336
0 570 353 1000
353 0 579 815
0 0 353 570
353 985 579 1000
579 978 804 1000
0 976 353 1000
353 942 579 985
804 943 1000 1000
353 888 579 942
804 781 1000 943
804 613 1000 781
804 358 1000 613
579 694 804 978
804 0 1000 358
579 349 804 694
579 0 804 349
353 459 579 888
353 0 579 459
0 656 353 976
0 330 353 656
0 0 353 330
0 993 1000 1000
0 980 1000 993
0 965 1000 980
0 944 1000 965
0 920 1000 944
0 896 1000 920
0 863 1000 896
0 829 1000 863
0 788 1000 829
0 747 1000 788
0 703 1000 747
0 658 1000 703
0 602 1000 658
0 510 1000 602
0 410 1000 510
0 286 1000 410
0 153 1000 286
0 0 1000 153
804 50 1000 66
804 952 1000 1000
804 0 1000 50
0 963 353 1000
0 918 353 963
579 911 804 1000
0 860 353 918
579 794 804 911
804 801 1000 952
804 593 1000 801
804 330 1000 593
804 66 1000 330
579 488 804 794
353 526 579 1000
579 0 804 488
353 0 579 526
0 515 353 860
0 0 353 515
804 50 1000 66
579 973 804 1000
0 960 353 1000
353 959 579 1000
804 0 1000 50
353 901 579 959
804 866 1000 1000
804 701 1000 866
804 514 1000 701
804 317 1000 514
804 66 1000 317
579 740 804 973
353 655 579 901
579 381 804 740
579 0 804 381
0 708 353 960
353 0 579 655
0 0 353 708
804 982 1000 1000
804 978 1000 982
804 933 1000 978
0 950 353 1000
579 906 804 1000
0 856 353 950
0 757 353 856
804 754 1000 933
804 572 1000 754
804 302 1000 572
804 0 1000 302
579 618 804 906
353 705 579 1000
579 314 804 618
579 0 804 314
353 383 579 705
353 0 579 383
0 0 353 757
0 982 353 1000
0 975 353 982
353 953 579 1000
804 934 1000 1000
579 934 804 1000
353 878 579 953
579 854 804 934
804 782 1000 934
804 602 1000 782
804 416 1000 602
804 217 1000 416
804 0 1000 217
579 582 804 854
579 303 804 582
579 0 804 303
0 647 353 975
353 0 579 878
0 0 353 647
353 971 579 1000
804 969 1000 1000
353 903 579 971
353 829 579 903
579 903 804 1000
579 804 804 903
804 831 1000 969
804 690 1000 831
804 527 1000 690
804 264 1000 527
804 0 1000 264
579 567 804 804
579 309 804 567
579 0 804 309
353 415 579 829
353 0 579 415
0 532 353 1000
0 0 353 532
0 988 1000 1000
0 975 1000 988
0 958 1000 975
0 935 1000 958
0 903 1000 935
0 870 1000 903
0 834 1000 870
0 788 1000 834
0 740 1000 788
0 687 1000 740
0 627 1000 687
0 559 1000 627
0 490 1000 559
0 416 1000 490
0 342 1000 416
0 253 1000 342
0 137 1000 253
0 0 1000 137
353 988 579 1000
579 977 804 1000
804 922 1000 1000
0 949 353 1000
0 889 353 949
353 886 579 988
579 843 804 977
804 706 1000 922
804 479 1000 706
804 250 1000 479
804 0 1000 250
579 609 804 843
579 312 804 609
579 0 804 312
353 489 579 886
353 0 579 489
0 552 353 889
0 0 353 552
804 961 1000 1000
0 962 353 1000
0 924 353 962
353 913 579 1000
353 829 579 913
804 828 1000 961
579 842 804 1000
0 787 353 924
804 567 1000 828
804 288 1000 567
804 0 1000 288
579 590 804 842
579 317 804 590
579 0 804 317
353 427 579 829
353 0 579 427
0 491 353 787
0 0 353 491
579 977 804 1000
0 962 353 1000
804 942 1000 1000
0 917 353 962
0 868 353 917
353 855 579 1000
579 825 804 977
804 752 1000 942
804 528 1000 752
804 269 1000 528
804 0 1000 269
579 585 804 825
579 293 804 585
579 0 804 293
353 500 579 855
353 0 579 500
0 445 353 868
0 0 353 445
579 975 804 1000
804 983 1000 1000
579 919 804 975
804 887 1000 983
0 926 353 1000
0 856 353 926
0 752 353 856
353 808 579 1000
804 617 1000 887
804 333 1000 617
804 0 1000 333
579 624 804 919
579 322 804 624
579 0 804 322
353 486 579 808
353 0 579 486
0 440 353 752
0 0 353 440
0 996 1000 1000
0 979 1000 996
0 960 1000 979
0 937 1000 960
0 907 1000 937
0 868 1000 907
0 824 1000 868
0 779 1000 824
0 732 1000 779
0 670 1000 732
0 607 1000 670
0 540 1000 607
0 470 1000 540
0 394 1000 470
0 304 1000 394
0 210 1000 304
0 109 1000 210
0 0 1000 109
804 993 1000 1000
579 971 804 1000
579 955 804 971
0 948 353 1000
353 903 579 1000
804 896 1000 993
0 873 353 948
804 742 1000 896
804 515 1000 742
804 264 1000 515
804 0 1000 264
579 675 804 955
579 352 804 675
579 0 804 352
353 494 579 903
353 0 579 494
0 515 353 873
0 0 353 515
804 986 1000 1000
353 976 579 1000
353 936 579 976
0 936 353 1000
579 913 804 1000
0 876 353 936
353 830 579 936
579 763 804 913
804 809 1000 986
804 604 1000 809
804 324 1000 604
804 0 1000 324
579 402 804 763
579 0 804 402
353 429 579 830
353 0 579 429
0 442 353 876
0 0 353 442
804 986 1000 1000
0 983 353 1000
353 978 579 1000
0 963 353 983
804 931 1000 986
0 917 353 963
0 837 353 917
804 769 1000 931
804 546 1000 769
804 316 1000 546
353 767 579 978
579 763 804 1000
804 0 1000 316
579 470 804 763
579 0 804 470
0 522 353 837
353 0 579 767
0 0 353 522
579 975 804 1000
0 970 353 1000
0 944 353 970
353 950 579 1000
353 902 579 950
579 923 804 975
353 821 579 902
579 833 804 923
579 718 804 833
804 859 1000 1000
804 714 1000 859
804 568 1000 714
804 374 1000 568
804 0 1000 374
579 381 804 718
579 0 804 381
353 0 579 821
0 0 353 944
0 999 1000 1000
0 997 1000 999
0 974 1000 997
0 945 1000 974
0 913 1000 945
0 876 1000 913
0 839 1000 876
0 802 1000 839
0 757 1000 802
0 710 1000 757
0 659 1000 710
0 599 1000 659
0 533 1000 599
0 463 1000 533
0 369 1000 463
0 264 1000 369
0 155 1000 264
0 0 1000 155
579 945 804 1000
804 0 1000 64
0 960 353 1000
353 922 579 1000
579 854 804 945
579 760 804 854
579 656 804 760
804 846 1000 1000
804 660 1000 846
804 474 1000 660
804 280 1000 474
804 64 1000 280
579 453 804 656
353 565 579 922
579 0 804 453
353 0 579 565
0 486 353 960
0 0 353 486
579 998 804 1000
353 968 579 1000
579 969 804 998
0 960 353 1000
804 940 1000 1000
804 0 1000 64
0 918 353 960
579 884 804 969
579 777 804 884
804 775 1000 940
804 429 1000 775
804 64 1000 429
579 432 804 777
579 0 804 432
353 519 579 968
353 0 579 519
0 527 353 918
0 0 353 527
579 982 804 1000
353 957 579 1000
579 940 804 982
0 939 353 1000
0 881 353 939
0 817 353 881
804 818 1000 1000
804 631 1000 818
804 433 1000 631
804 233 1000 433
804 0 1000 233
579 718 804 940
579 375 804 718
579 0 804 375
353 520 579 957
353 0 579 520
0 459 353 817
0 0 353 459
0 990 1000 1000
0 969 1000 990
0 944 1000 969
0 918 1000 944
0 889 1000 918
0 856 1000 889
0 823 1000 856
0 789 1000 823
0 754 1000 789
0 691 1000 754
0 628 1000 691
0 565 1000 628
0 500 1000 565
0 435 1000 500
0 368 1000 435
0 293 1000 368
0 167 1000 293
0 0 1000 167
0 975 353 1000
353 972 579 1000
579 966 804 1000
804 965 1000 1000
0 938 353 975
579 903 804 966
353 830 579 972
804 792 1000 965
804 586 1000 792
804 378 1000 586
579 702 804 903
804 0 1000 378
579 354 804 702
579 0 804 354
353 430 579 830
353 0 579 430
0 615 353 938
0 0 353 615
0 977 353 1000
804 973 1000 1000
353 967 579 1000
0 952 353 977
0 926 353 952
0 899 353 926
0 863 353 899
579 938 804 1000
0 817 353 863
0 751 353 817
579 809 804 938
804 771 1000 973
804 535 1000 771
579 600 804 809
804 0 1000 535
579 0 804 600
353 0 579 967
0 0 353 751
0 978 353 1000
0 953 353 978
353 956 579 1000
579 940 804 1000
0 909 353 953
804 893 1000 1000
353 853 579 956
804 754 1000 893
804 612 1000 754
804 382 1000 612
579 735 804 940
804 0 1000 382
579 377 804 735
579 0 804 377
353 462 579 853
353 0 579 462
0 553 353 909
0 0 353 553
0 997 1000 1000
0 992 1000 997
0 985 1000 992
0 969 1000 985
0 952 1000 969
0 934 1000 952
0 914 1000 934
0 877 1000 914
0 836 1000 877
0 776 1000 836
0 709 1000 776
0 640 1000 709
0 569 1000 640
0 494 1000 569
0 393 1000 494
0 291 1000 393
0 149 1000 291
0 0 1000 149
0 988 353 1000
0 978 353 988
804 0 1000 24
804 897 1000 1000
0 869 353 978
579 828 804 1000
353 818 579 1000
804 694 1000 897
804 24 1000 233
804 480 1000 694
804 233 1000 480
579 590 804 828
579 302 804 590
579 0 804 302
353 452 579 818
353 0 579 452
0 476 353 869
0 0 353 476
353 987 579 1000
579 990 804 1000
804 0 1000 24
579 931 804 990
0 936 353 1000
804 898 1000 1000
0 871 353 936
353 880 579 987
353 760 579 880
804 752 1000 898
804 577 1000 752
804 24 1000 233
579 732 804 931
804 233 1000 577
0 649 353 871
579 0 804 732
353 0 579 760
0 0 353 649
0 998 1000 1000
0 989 1000 998
0 980 1000 989
0 968 1000 980
0 952 1000 968
0 936 1000 952
0 913 1000 936
0 876 1000 913
0 836 1000 876
0 794 1000 836
0 748 1000 794
0 695 1000 748
0 627 1000 695
0 546 1000 627
0 449 1000 546
0 312 1000 449
0 171 1000 312
0 0 1000 171
804 980 1000 1000
0 979 353 1000
579 968 804 1000
0 945 353 979
353 922 579 1000
353 842 579 922
804 884 1000 980
579 831 804 968
804 681 1000 884
804 464 1000 681
804 234 1000 464
804 0 1000 234
579 589 804 831
579 338 804 589
579 0 804 338
0 554 353 945
353 0 579 842
0 0 353 554
804 973 1000 1000
0 982 353 1000
353 963 579 1000
0 957 353 982
0 919 353 957
353 904 579 963
353 824 579 904
804 842 1000 973
804 610 1000 842
579 770 804 1000
804 318 1000 610
804 0 1000 318
579 386 804 770
579 0 804 386
353 420 579 824
353 0 579 420
0 647 353 919
0 0 353 647
