5300
6400
[0, 0] [-100, -100]
0 899 1000 940
0 846 1000 899
0 790 1000 846
0 731 1000 790
0 672 1000 731
0 540 1000 672
0 387 1000 540
0 0 1000 387
311 986 756 1000
0 884 311 1000
756 752 1000 1000
311 791 756 986
756 395 1000 752
756 0 1000 395
0 482 311 884
0 0 311 482
311 420 756 791
311 0 756 420
0 986 311 1000
756 885 1000 1000
756 766 1000 885
756 633 1000 766
756 402 1000 633
756 0 1000 402
0 641 311 986
311 640 756 1000
0 0 311 641
311 0 756 640
0 997 1000 1000
0 986 1000 997
0 961 1000 986
0 919 1000 961
0 856 1000 919
0 784 1000 856
0 688 1000 784
0 561 1000 688
0 342 1000 561
0 0 1000 342
0 973 311 1000
756 956 1000 1000
311 913 756 1000
756 760 1000 956
756 413 1000 760
756 0 1000 413
0 498 311 973
0 0 311 498
311 458 756 913
311 0 756 458
0 996 1000 1000
0 969 1000 996
0 932 1000 969
0 893 1000 932
0 851 1000 893
0 788 1000 851
0 676 1000 788
0 521 1000 676
0 317 1000 521
0 0 1000 317
0 974 1000 1000
0 928 1000 974
0 879 1000 928
0 814 1000 879
0 735 1000 814
0 641 1000 735
0 524 1000 641
0 384 1000 524
0 233 1000 384
0 0 1000 233
311 979 756 1000
311 945 756 979
0 910 311 1000
756 877 1000 1000
311 858 756 945
311 768 756 858
756 706 1000 877
756 0 1000 706
0 0 311 910
311 0 756 768
0 996 1000 1000
0 988 1000 996
0 951 1000 988
0 909 1000 951
0 846 1000 909
0 769 1000 846
0 670 1000 769
0 542 1000 670
0 352 1000 542
0 0 1000 352
756 967 1000 1000
311 956 756 1000
311 896 756 956
0 907 311 1000
756 743 1000 967
311 702 756 896
0 588 311 907
756 0 1000 743
0 0 311 588
311 0 756 702
756 953 1000 1000
0 879 311 1000
756 799 1000 953
311 832 756 1000
756 445 1000 799
756 0 1000 445
0 440 311 879
0 0 311 440
311 459 756 832
311 0 756 459
311 950 756 1000
311 909 756 950
0 898 311 1000
756 705 1000 1000
756 368 1000 705
756 0 1000 368
0 452 311 898
0 0 311 452
311 491 756 909
311 0 756 491
0 976 1000 1000
0 955 1000 976
0 924 1000 955
0 874 1000 924
0 820 1000 874
0 761 1000 820
0 616 1000 761
0 452 1000 616
0 258 1000 452
0 0 1000 258
311 987 756 1000
756 959 1000 1000
311 949 756 987
0 882 311 1000
311 775 756 949
756 609 1000 959
0 557 311 882
756 0 1000 609
0 0 311 557
311 0 756 775
0 990 1000 1000
0 979 1000 990
0 958 1000 979
0 912 1000 958
0 857 1000 912
0 769 1000 857
0 666 1000 769
0 526 1000 666
0 373 1000 526
0 0 1000 373
0 981 1000 1000
0 953 1000 981
0 907 1000 953
0 852 1000 907
0 771 1000 852
0 684 1000 771
0 568 1000 684
0 449 1000 568
0 264 1000 449
0 0 1000 264
311 966 756 1000
311 940 756 966
0 958 311 1000
311 886 756 940
756 814 1000 1000
311 777 756 886
756 478 1000 814
756 0 1000 478
0 0 311 958
311 0 756 777
0 985 1000 1000
0 968 1000 985
0 939 1000 968
0 904 1000 939
0 867 1000 904
0 814 1000 867
0 680 1000 814
0 519 1000 680
0 348 1000 519
0 0 1000 348
0 996 1000 1000
0 980 1000 996
0 962 1000 980
0 929 1000 962
0 858 1000 929
0 777 1000 858
0 670 1000 777
0 550 1000 670
0 327 1000 550
0 0 1000 327
